ProgramCode,FromGrade,ToGrade,GroupState,IsNonAnnual,Days,TravelType,DepartureDate,ReturnDate,DepositDate,SpecialPay,Tuition,FRPActive,FRPCancelled,FRPTakeuppercent,EarlyRPL,LatestRPL,CancelledPax,TotalDiscountPax,InitialSystemDate,PovertyCode,Region,CRMSegment,SchoolType,ParentMeetingFlag,MDRLowGrade,MDRHighGrade,TotalSchoolEnrollment,IncomeLevel,EZPayTakeUpRate,SchoolSponsor,SPRProductType,SPRNewExisting,FPP,TotalPax,SPRGroupRevenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPPtoSchoolenrollment,FPPtoPAX,NumofNonFPPPAX,SchoolSizeIndicator,RetainedLabel
HS,4,4,CA,0,2,A,4/11/11,4/12/11,11/30/10,FIXED_NA,598,11,5,0.55,3/5/10,9/3/10,7,1,3/4/10,B,Southern California,4,PUBLIC,1,K,6,465,Q,0.05,0,CA History,NEW,20,21,598,1,5/4/10,5/4/10,342,342,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.043010753,0.952380952,1,S-M,Churned
HS,4,6,CA,0,2,A,4/11/11,4/12/11,11/30/10,FIXED_NA,595,12,12,0.546,2/12/10,9/20/10,14,1,2/12/10,B,Southern California,4,PUBLIC,1,PK,6,622,O,0.227,0,CA History,NEW,22,23,595,1,3/23/10,3/23/10,384,384,Elementary,Middle,Elementary->Middle,April,PK,Middle,PK->Middle,H,0,0.035369775,0.956521739,1,M-L,Churned
HS,4,6,CA,0,2,A,4/11/11,4/12/11,11/30/10,FIXED_NA,598,7,5,0.583,4/1/10,9/20/10,8,1,3/20/10,B,Southern California,4,PUBLIC,1,PK,6,407,O,0.25,0,CA History,NEW,12,13,598,1,4/22/10,4/22/10,354,354,Elementary,Middle,Elementary->Middle,April,PK,Middle,PK->Middle,H,0,0.029484029,0.923076923,1,S-M,Churned
HD,8,8,Other,0,4,Other,4/11/11,4/14/11,10/27/10,FIXED_NA,879,58,5,0.274,1/1/10,9/13/10,3,29,5/7/10,A,Other,5,PUBLIC,1,6,8,666,Q,0.137,0,East Coast,EXISTING,212,241,879,1,10/14/10,10/14/10,179,179,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.318318318,0.87966805,29,M-L,Retained
Other,7,8,CA,1,3,A,4/11/11,4/14/11,11/15/10,FIXED_NA,2211,1,4,0.2,2/22/10,9/14/10,6,1,2/20/10,B,Southern California,5,PUBLIC,0,K,8,570,L,0.2,0,East Coast,EXISTING,5,6,2211,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.00877193,0.833333333,1,S-M,Churned
HD,8,8,CA,0,5,A,4/11/11,4/15/11,10/22/10,FIXED_NA,1980,11,3,0.579,3/15/10,8/30/10,6,2,3/12/10,B,Southern California,5,PUBLIC,1,7,12,1606,O,0.211,0,East Coast,EXISTING,19,21,1980,1,9/8/10,9/8/10,215,215,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.011830635,0.904761905,2,L,Churned
HD,8,8,TX,0,5,A,4/11/11,4/15/11,6/1/10,FR,1875,21,2,0.6,2/1/10,2/1/10,2,3,1/29/10,FIXED_NA,Houston,10,CHD,1,PK,12,335,M,0.371,0,East Coast,EXISTING,35,38,1875,1,8/31/10,8/31/10,223,223,Middle,Middle,Middle->Middle,April,PK,High,PK->High,H,1,0.104477612,0.921052632,3,S,Retained
HD,8,8,CA,0,5,A,4/11/11,4/15/11,10/15/10,FIXED_NA,1910,8,1,0.727,4/30/10,8/23/10,2,1,4/30/10,B,Northern California,5,PUBLIC,1,6,8,850,J,0.091,1,East Coast,EXISTING,11,12,1910,1,9/16/10,9/16/10,207,207,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.012941176,0.916666667,1,L,Churned
HD,8,8,TX,0,5,A,4/11/11,4/15/11,6/8/10,SA,1849,0,0,0,5/3/10,8/10/10,2,4,2/27/10,FIXED_NA,Houston,5,Catholic,1,PK,12,636,Q,0,1,East Coast,EXISTING,41,45,1849,1,8/27/10,8/27/10,227,227,Middle,Middle,Middle->Middle,April,PK,High,PK->High,H,1,0.064465409,0.911111111,4,M-L,Retained
CD,6,8,Other,1,5,B,4/11/11,4/15/11,10/9/10,FIXED_NA,824,24,4,0.48,2/22/10,9/16/10,3,4,2/19/10,FIXED_NA,Other,1,CHD,1,PK,8,104,P,0.36,1,East Coast,EXISTING,50,54,824,1,9/21/10,9/21/10,202,202,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,C,0,0.480769231,0.925925926,4,S,Churned
HC,8,8,CA,0,5,A,4/11/11,4/15/11,10/15/10,FR,2100,3,3,0.167,5/5/10,8/25/10,6,3,4/14/10,C,Southern California,10,PUBLIC,1,6,8,809,E,0.111,0,East Coast,EXISTING,18,21,2100,1,9/9/10,9/9/10,214,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.022249691,0.857142857,3,M-L,Retained
HD,7,8,CA,0,5,A,4/11/11,4/15/11,10/1/10,FIXED_NA,1999,11,6,0.647,3/24/10,8/23/10,7,1,3/24/10,FIXED_NA,Northern California,1,Catholic,1,K,8,135,J,0.118,0,East Coast,NEW,17,18,1999,2,6/2/10,9/2/10,313,221,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.125925926,0.944444444,1,S,Churned
HD,8,8,AZ,0,5,A,4/11/11,4/15/11,10/15/10,CP,1749,10,1,0.625,5/6/10,10/19/10,2,2,5/6/10,FIXED_NA,Other,5,Catholic,1,PK,12,323,Other,0,0,East Coast,EXISTING,16,18,1749,1,9/17/10,9/17/10,206,206,Middle,Middle,Middle->Middle,April,PK,High,PK->High,H,1,0.049535604,0.888888889,2,S,Retained
HD,8,8,Other,0,5,B,4/11/11,4/15/11,6/1/10,SA,619,0,0,0,4/26/10,4/26/10,0,4,4/7/10,FIXED_NA,Other,10,Catholic,0,PK,8,381,H,0,1,East Coast,EXISTING,40,44,619,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.104986877,0.909090909,4,S-M,Retained
HD,8,8,CA,0,5,A,4/11/11,4/15/11,11/1/10,FIXED_NA,1992,45,1,0.692,2/26/10,8/30/10,1,6,2/27/10,FIXED_NA,Northern California,5,Catholic,1,PK,8,560,Q,0.277,0,East Coast,EXISTING,65,71,1992,2,4/27/10,9/2/10,349,221,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.116071429,0.915492958,6,S-M,Retained
HD,8,8,Other,0,5,B,4/11/11,4/15/11,6/1/10,SA,942,0,0,0,2/8/10,2/8/10,1,4,2/5/10,FIXED_NA,Other,2,CHD,0,K,9,375,O,0,0,East Coast,EXISTING,37,41,942,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,K,High,K->High,H,1,0.098666667,0.902439024,4,S-M,Retained
HD,8,8,CO,0,5,A,4/11/11,4/15/11,11/1/10,FIXED_NA,1891,15,4,0.79,2/17/10,8/4/10,5,2,2/18/10,B,Other,5,PUBLIC,1,PK,8,556,O,0.263,0,East Coast,NEW,19,21,1891,2,2/18/10,8/31/10,417,223,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.034172662,0.904761905,2,S-M,Retained
HD,8,8,CA,0,5,A,4/11/11,4/15/11,10/15/10,FIXED_NA,2160,8,3,0.381,1/1/10,8/24/10,6,2,8/17/10,B,Northern California,5,PUBLIC,1,6,8,590,P,0.143,0,East Coast,EXISTING,21,23,2160,1,9/9/10,9/9/10,214,214,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.03559322,0.913043478,2,M-L,Churned
HD,8,8,CO,0,5,A,4/11/11,4/15/11,11/19/10,FIXED_NA,1891,5,0,0.417,1/1/10,10/20/10,3,1,10/20/10,B,Other,5,PUBLIC,1,K,8,750,O,0,0,East Coast,NEW,12,13,1891,1,11/2/10,11/2/10,160,160,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.016,0.923076923,1,M-L,Retained
Other,5,6,OH,0,5,B,4/11/11,4/16/11,6/1/10,SA,1259,0,0,0,4/21/10,4/21/10,5,4,4/16/10,FIXED_NA,Other,2,CHD,1,K,8,329,M,0,1,East Coast,EXISTING,22,26,1259,1,10/26/10,10/26/10,167,167,Elementary,Middle,Elementary->Middle,April,K,Middle,K->Middle,C,0,0.066869301,0.846153846,4,S,Retained
HD,0,0,Other,0,6,A,4/11/11,4/16/11,10/5/10,FIXED_NA,2029,41,13,0.672,1/1/10,8/25/10,10,12,8/25/10,FIXED_NA,Other,7,CHD,1,FIXED_NA,0,0,FIXED_NA,0.016,0,East Coast,NEW,61,73,2029,1,9/1/10,9/1/10,222,222,Undefined,Undefined,Undefined->Undefined,April,Undefined,Undefined,Undefined->Undefined,H,0,0,0.835616438,12,FIXED_NA,Retained
Other,7,8,Other,0,7,A,4/11/11,4/17/11,10/15/10,FIXED_NA,2329,4,1,0.286,5/19/10,8/10/10,2,1,5/18/10,B,Other,6,PUBLIC,1,7,8,780,M,0,0,Other,EXISTING,14,15,2329,1,9/14/10,9/14/10,209,209,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.017948718,0.933333333,1,M-L,Retained
Other,6,7,CA,0,7,A,4/11/11,4/17/11,10/15/10,FIXED_NA,2459,7,1,1,1/1/10,8/31/10,1,1,8/31/10,B,Northern California,6,PUBLIC,1,6,8,1281,Q,0,0,Other,NEW,7,8,2459,1,9/28/10,9/28/10,195,195,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.005464481,0.875,1,L,Churned
Other,7,8,CA,0,3,A,4/12/11,4/14/11,11/8/10,FIXED_NA,1878,2,1,0.4,1/1/10,9/24/10,1,1,9/23/10,B,Southern California,5,PUBLIC,1,7,8,1470,Q,0.2,0,East Coast,NEW,5,6,1878,2,10/19/10,10/21/10,175,173,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.003401361,0.833333333,1,L,Churned
CD,8,8,FL,0,3,A,4/12/11,4/14/11,11/9/10,FIXED_NA,1229,2,6,0.286,1/1/10,10/12/10,8,1,10/12/10,FIXED_NA,Other,1,CHD,1,PK,12,287,H,0.143,0,East Coast,NEW,7,8,1229,1,10/26/10,10/26/10,168,168,Middle,Middle,Middle->Middle,April,PK,High,PK->High,C,1,0.024390244,0.875,1,S,Churned
HD,8,8,MN,0,4,A,4/12/11,4/15/11,10/15/10,FR,1404,17,0,0.436,4/21/10,8/26/10,0,2,4/22/10,FIXED_NA,Other,10,Catholic,1,K,8,350,N,0.359,0,East Coast,EXISTING,39,41,1404,1,12/1/10,12/1/10,132,132,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.111428571,0.951219512,2,S-M,Retained
CD,8,8,Other,0,4,A,4/12/11,4/15/11,9/30/10,FR,1334,18,1,0.783,4/29/10,9/14/10,1,2,4/23/10,Other,Other,10,CHD,1,PK,8,185,I,0.304,1,East Coast,EXISTING,23,25,1334,1,8/31/10,8/31/10,224,224,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,C,1,0.124324324,0.92,2,S,Retained
HD,6,7,Other,1,4,B,4/12/11,4/15/11,10/23/10,CP,678,11,5,0.367,3/26/10,8/24/10,7,4,3/26/10,C,Other,2,PUBLIC,1,PK,7,491,C,0.2,0,East Coast,EXISTING,30,34,678,1,8/23/10,8/23/10,232,232,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.061099796,0.882352941,4,S-M,Churned
HD,8,8,Other,0,4,B,4/12/11,4/15/11,6/1/10,SA,689,0,0,0,5/19/10,5/19/10,4,8,5/18/10,FIXED_NA,Other,10,Private non-Christian,0,PK,12,830,Q,0,0,East Coast,EXISTING,72,80,689,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,PK,High,PK->High,H,1,0.086746988,0.9,8,L,Retained
Other,7,8,IL,1,4,A,4/12/11,4/15/11,10/31/10,FIXED_NA,1407,12,0,0.5,4/27/10,4/27/10,1,2,4/27/10,FIXED_NA,Other,4,Catholic,1,PK,8,235,N,0.5,0,Science,EXISTING,24,26,1407,1,9/16/10,9/16/10,208,208,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,S,0,0.10212766,0.923076923,2,S,Retained
HD,10,11,Other,0,4,B,4/12/11,4/15/11,10/15/10,FIXED_NA,730,1,0,0.028,5/21/10,8/31/10,6,4,5/21/10,Other,Other,9,PUBLIC,1,9,12,1001,O,0.056,0,East Coast,EXISTING,36,40,730,2,6/21/10,10/26/10,295,168,High,High,High->High,April,High,High,High->High,H,0,0.035964036,0.9,4,L,Churned
HD,7,8,Other,1,4,A,4/12/11,4/15/11,10/1/10,SA,1643,0,0,0,2/12/10,8/19/10,2,13,2/13/10,FIXED_NA,Other,5,CHD,1,PK,8,350,C,0,0,East Coast,EXISTING,45,58,1643,1,8/24/10,8/24/10,231,231,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.128571429,0.775862069,13,S-M,Churned
HD,8,8,CO,0,5,A,4/12/11,4/16/11,10/1/10,FIXED_NA,1619,19,0,0.559,5/18/10,8/23/10,0,3,5/18/10,FIXED_NA,Other,5,Catholic,1,PK,8,400,O,0.441,0,East Coast,EXISTING,34,37,1619,2,5/25/10,9/15/10,322,209,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.085,0.918918919,3,S-M,Retained
HD,8,8,CA,0,5,A,4/12/11,4/16/11,10/1/10,FIXED_NA,1849,35,10,0.778,2/15/10,10/8/10,14,4,1/29/10,C,Southern California,5,PUBLIC,1,7,8,1611,L,0.289,0,East Coast,EXISTING,45,49,1849,2,4/13/10,8/31/10,364,224,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.027932961,0.918367347,4,L,Retained
HD,0,0,MI,0,5,B,4/12/11,4/16/11,11/19/10,FIXED_NA,790,45,4,0.563,1/1/10,10/22/10,6,6,10/22/10,C,Other,5,PUBLIC,0,6,8,825,L,0.175,0,East Coast,NEW,80,86,790,0,1/1/10,1/1/10,0,0,Undefined,Undefined,Undefined->Undefined,April,Middle,Middle,Middle->Middle,H,0,0.096969697,0.930232558,6,L,Retained
Other,8,8,CA,1,5,A,4/12/11,4/17/11,9/15/10,FR,2249,32,10,0.516,4/14/10,8/24/10,11,5,4/13/10,FIXED_NA,Southern California,5,CHD,1,PK,8,850,I,0.081,1,East Coast,EXISTING,62,67,2249,2,8/20/10,9/20/10,235,204,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,C,1,0.072941176,0.925373134,5,L,Retained
HC,7,8,CA,0,6,A,4/12/11,4/17/11,10/5/10,FIXED_NA,2099,8,3,0.25,1/1/10,8/27/10,5,3,8/25/10,B,Southern California,5,PUBLIC,1,K,7,670,K,0.094,0,East Coast,NEW,32,35,2099,1,9/8/10,9/8/10,216,216,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.047761194,0.914285714,3,M-L,Retained
HS,0,0,CA,0,2,A,4/13/11,4/14/11,10/6/10,FIXED_NA,559,5,0,0.217,1/1/10,8/30/10,0,1,6/8/10,FIXED_NA,Southern California,5,CHD,0,PK,8,535,L,0.044,1,CA History,EXISTING,23,24,559,0,1/1/10,1/1/10,0,0,Undefined,Undefined,Undefined->Undefined,April,PK,Middle,PK->Middle,H,0,0.042990654,0.958333333,1,S-M,Retained
HS,4,4,CA,0,2,A,4/13/11,4/14/11,6/15/10,SA,559,0,0,0,1/1/10,1/1/10,1,1,6/8/10,FIXED_NA,Southern California,5,CHD,0,PK,8,535,L,0,1,CA History,EXISTING,38,39,559,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.071028037,0.974358974,1,S-M,Retained
HD,11,12,Other,0,3,B,4/13/11,4/15/11,10/30/10,SA,552,0,0,0,4/26/10,4/26/10,5,8,3/11/10,C,Other,8,PUBLIC,1,9,12,373,G,0,0,East Coast,EXISTING,71,79,552,1,10/6/10,10/6/10,189,189,High,High,High->High,April,High,High,High->High,H,0,0.190348525,0.898734177,8,S-M,Retained
HD,8,8,Other,0,3,B,4/13/11,4/15/11,10/1/10,FIXED_NA,691,29,3,0.453,2/25/10,8/20/10,4,6,2/25/10,B,Other,10,PUBLIC,0,6,8,1152,M,0.156,0,East Coast,EXISTING,64,70,691,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.055555556,0.914285714,6,L,Retained
CD,8,8,Other,0,3,B,4/13/11,4/15/11,9/15/10,FR,640,19,1,0.594,3/30/10,8/9/10,1,2,3/30/10,FIXED_NA,Other,2,Catholic,1,K,8,250,I,0.188,0,East Coast,EXISTING,32,34,640,1,8/23/10,8/23/10,233,233,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,C,1,0.128,0.941176471,2,S,Retained
HC,8,8,Other,0,5,A,4/13/11,4/17/11,10/15/10,FIXED_NA,1846,7,1,0.583,3/2/10,8/24/10,3,1,1/28/10,C,Other,10,PUBLIC,1,6,8,790,E,0.167,0,East Coast,EXISTING,12,13,1846,1,8/31/10,8/31/10,225,225,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.015189873,0.923076923,1,M-L,Churned
HD,8,8,MI,0,5,B,4/13/11,4/17/11,10/8/10,FIXED_NA,753,88,10,0.461,3/10/10,8/23/10,16,19,2/27/10,A,Other,5,PUBLIC,1,7,8,728,O,0.257,0,East Coast,EXISTING,191,210,753,1,9/14/10,9/14/10,211,211,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.262362637,0.90952381,19,M-L,Retained
HC,7,9,Other,1,5,A,4/13/11,4/17/11,10/15/10,FIXED_NA,1800,13,1,0.565,3/12/10,8/30/10,9,2,3/11/10,B,Other,10,PUBLIC,1,7,12,818,K,0.261,0,East Coast,NEW,23,25,1800,2,4/11/10,10/11/10,367,184,Middle,High,Middle->High,April,Middle,High,Middle->High,H,0,0.028117359,0.92,2,L,Churned
HD,6,8,Other,1,5,A,4/13/11,4/17/11,12/14/10,SA,1697,0,0,0,1/1/10,1/1/10,0,1,8/14/10,B,Other,5,PUBLIC,0,6,8,1554,O,0,0,East Coast,EXISTING,13,14,1697,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.008365508,0.928571429,1,L,Retained
HC,8,8,CA,0,5,A,4/13/11,4/17/11,12/10/10,FIXED_NA,2322,4,0,0.5,1/1/10,11/15/10,0,1,11/13/10,A,Northern California,5,PUBLIC,1,6,8,950,Q,0,0,East Coast,NEW,8,9,2322,1,11/18/10,11/18/10,146,146,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.008421053,0.888888889,1,L,Churned
HD,7,8,CA,0,6,A,4/13/11,4/18/11,10/15/10,FR,2149,5,0,0.143,4/13/10,8/23/10,3,4,3/3/10,Other,Northern California,5,PUBLIC,1,7,8,1000,K,0.143,0,East Coast,EXISTING,35,39,2149,1,9/8/10,9/8/10,217,217,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.035,0.897435897,4,L,Retained
HS,4,4,CA,0,2,A,4/14/11,4/15/11,11/15/10,SA,596,0,0,0,1/1/10,1/1/10,2,2,4/29/10,FIXED_NA,Southern California,4,Private non-Christian,0,K,6,280,Q,0,1,CA History,EXISTING,66,68,596,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.235714286,0.970588235,2,S,Retained
Other,4,4,CA,0,2,A,4/14/11,4/15/11,10/20/10,CP,618,16,2,0.432,5/5/10,8/30/10,3,1,5/5/10,FIXED_NA,Southern California,5,CHD,1,PK,8,475,O,0.243,1,CA History,EXISTING,37,38,618,1,9/26/10,9/26/10,200,200,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.077894737,0.973684211,1,S-M,Churned
HS,4,4,CA,0,2,A,4/14/11,4/15/11,12/9/10,FR,616,2,1,0.029,1/1/10,1/1/10,1,7,4/20/10,FIXED_NA,Southern California,5,Private non-Christian,1,PK,8,500,Q,0,1,CA History,EXISTING,70,77,616,1,11/1/10,11/1/10,164,164,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.14,0.909090909,7,S-M,Retained
Other,4,4,CA,0,2,B,4/14/11,4/15/11,10/22/10,FIXED_NA,424,18,1,0.6,5/25/10,8/25/10,1,1,5/11/10,FIXED_NA,Northern California,11,Catholic,0,K,8,162,O,0.1,1,CA History,EXISTING,30,31,424,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.185185185,0.967741935,1,S,Retained
HD,8,8,MN,0,4,A,4/14/11,4/17/11,10/1/10,FIXED_NA,1405,54,3,0.593,1/25/10,8/26/10,2,8,1/23/10,A,Other,5,PUBLIC,1,6,8,806,P,0.33,0,East Coast,EXISTING,91,99,1405,1,9/28/10,9/28/10,198,198,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.112903226,0.919191919,8,M-L,Retained
HD,8,8,IL,0,3,A,4/14/11,4/17/11,10/15/10,FR,1390,15,2,0.319,3/12/10,8/30/10,2,4,3/10/10,A,Other,4,PUBLIC,1,PK,5,537,I,0.34,0,East Coast,EXISTING,47,51,1390,1,9/15/10,9/15/10,211,211,Middle,Middle,Middle->Middle,April,PK,Elementary,Other,H,1,0.087523277,0.921568627,4,S-M,Retained
Other,12,12,Other,0,4,A,4/14/11,4/17/11,10/31/10,FIXED_NA,1389,10,5,0.4,1/27/10,9/15/10,11,3,1/22/10,A,Other,6,PUBLIC,1,7,12,843,L,0.2,0,Science,EXISTING,25,28,1389,1,9/23/10,9/23/10,203,203,High,High,High->High,April,Middle,High,Middle->High,S,1,0.029655991,0.892857143,3,L,Retained
HD,7,8,TX,1,4,A,4/14/11,4/17/11,10/31/10,FIXED_NA,1640,9,4,0.9,1/1/10,9/8/10,3,1,9/4/10,FIXED_NA,Houston,10,CHD,1,PK,8,147,Other,0,0,East Coast,NEW,10,11,1640,1,10/5/10,10/5/10,191,191,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.068027211,0.909090909,1,S,Churned
HD,8,8,CA,0,5,A,4/14/11,4/18/11,10/29/10,FIXED_NA,2018,8,0,0.5,2/12/10,8/9/10,0,2,2/12/10,A,Northern California,5,PUBLIC,1,6,8,500,M,0.125,0,East Coast,EXISTING,16,18,2018,1,9/15/10,9/15/10,211,211,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.032,0.888888889,2,S-M,Retained
HD,8,8,MI,0,5,B,4/14/11,4/18/11,11/1/10,FIXED_NA,780,52,9,0.559,4/23/10,9/15/10,9,7,4/22/10,B,Other,5,PUBLIC,1,6,8,425,K,0.29,0,East Coast,EXISTING,93,100,780,2,5/11/10,9/16/10,338,210,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.218823529,0.93,7,S-M,Retained
HD,8,0,MI,0,5,B,4/14/11,4/18/11,11/1/10,FIXED_NA,780,42,7,0.583,4/22/10,9/1/10,6,7,4/21/10,B,Other,10,PUBLIC,1,6,8,304,K,0.194,0,East Coast,EXISTING,72,79,780,2,5/5/10,9/29/10,344,197,Middle,Undefined,Other,April,Middle,Middle,Middle->Middle,H,0,0.236842105,0.911392405,7,S,Retained
HD,8,8,CA,0,6,A,4/14/11,4/19/11,10/29/10,FIXED_NA,2201,44,12,0.494,4/1/10,8/31/10,15,7,3/15/10,B,Southern California,5,PUBLIC,1,7,8,972,P,0.27,0,East Coast,EXISTING,89,96,2201,1,9/22/10,9/22/10,204,204,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.091563786,0.927083333,7,L,Retained
HC,8,8,CO,0,6,A,4/14/11,4/19/11,10/30/10,FIXED_NA,2130,18,2,0.621,4/12/10,8/16/10,3,2,3/23/10,B,Other,5,PUBLIC,1,K,8,460,K,0.207,0,East Coast,EXISTING,29,31,2130,1,9/14/10,9/14/10,212,212,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.063043478,0.935483871,2,S-M,Retained
HN,7,7,Other,0,1,B,4/15/11,4/15/11,11/15/10,FIXED_NA,243,50,5,0.588,1/1/10,9/2/10,8,11,3/23/10,B,Other,10,PUBLIC,0,6,8,900,O,0.177,0,East Coast,EXISTING,85,96,243,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.094444444,0.885416667,11,L,Churned
HS,4,4,CA,0,1,A,4/15/11,4/15/11,12/29/10,CP,390,8,3,0.444,1/1/10,9/20/10,3,1,5/25/10,FIXED_NA,Southern California,5,CHD,1,K,8,286,P,0.167,1,CA History,EXISTING,18,19,390,1,10/21/10,10/21/10,176,176,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.062937063,0.947368421,1,S,Retained
HS,4,4,CA,0,2,A,4/15/11,4/16/11,11/24/10,FIXED_NA,574,16,1,0.615,4/15/10,4/15/10,2,1,4/14/10,FIXED_NA,Southern California,5,Catholic,1,PK,8,300,J,0.269,0,CA History,NEW,26,27,574,2,6/1/10,9/23/10,318,204,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.086666667,0.962962963,1,S,Churned
HD,8,8,Other,0,3,A,4/15/11,4/17/11,11/1/10,FIXED_NA,1202,5,0,0.714,3/3/10,8/26/10,1,1,2/13/10,B,Other,10,PUBLIC,1,6,8,357,K,0.143,0,East Coast,EXISTING,7,8,1202,2,5/5/10,9/7/10,345,220,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.019607843,0.875,1,S-M,Retained
HD,7,8,IL,1,3,A,4/15/11,4/17/11,10/1/10,FIXED_NA,1294,12,3,0.923,3/18/10,8/20/10,3,2,3/18/10,B,Other,10,PUBLIC,1,PK,8,375,K,0.308,0,East Coast,NEW,13,15,1294,2,4/8/10,9/8/10,372,219,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.034666667,0.866666667,2,S-M,Churned
HD,8,8,Other,1,3,A,4/15/11,4/17/11,10/8/10,FIXED_NA,1117,44,4,0.815,4/23/10,8/12/10,7,3,4/9/10,B,Other,10,PUBLIC,1,6,8,214,G,0.241,0,East Coast,EXISTING,54,57,1117,1,9/9/10,9/9/10,218,218,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.252336449,0.947368421,3,S,Churned
HD,6,8,Other,1,4,A,4/15/11,4/18/11,10/10/10,FR,1265,32,1,0.582,1/29/10,8/23/10,4,4,1/26/10,B,Other,8,PUBLIC,1,9,12,120,J,0.146,1,East Coast,EXISTING,55,59,1265,1,9/8/10,9/8/10,219,219,Middle,Middle,Middle->Middle,April,High,High,High->High,H,0,0.458333333,0.93220339,4,S,Churned
